Title,Company name,Job location,Work experience,Portal link,job listing link,Company's Rating,No. of openings,Applicants,Job_posting_date,Minimum salary,Maximum salary,Average salary,Benefits,Others,Education details,Skills,About company,Job description
BSS Provisioning Architect,Terastar Networks,Bengaluru,10  20 years,https://www.naukri.com/,https://www.naukri.com/job-listings-bss-provisioning-architect-terastar-networks-bengaluru-10-to-20-years-310524009669,,10,74,2024-05-31,,,,[],"['Role: Solution Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: B.Tech/B.E. in Any Specialization PG: Any Postgraduate'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills Solution ArchitectingTelecom BssProvisioning'],"About company Terastar Networks is a product-based software company. We provide software application development services, specifically focusing on OSS and BSS products and solutions in the telecom and network segments. We provide solutions on both public and private cloud platforms.  You can learn more about the company at https://www.terastarnetworks.com/ Should you have any questions or require further clarification regarding the role or the company, please do not hesitate to reach out to us.  Company Info Address: GF-3 , PLOT NO.35, HUDA ENCLAVE Telangana, 500033 , Hyderabad, Telangana, India","Role: BSS Provisioning Architects Experience: 10 - 15 Years Roles and Responsibilities: 1. Review the Business Requirements Specifications/use cases and design end-to-end BSS  Integration Provisioning solutions for projects, integrating multiple systems and ensuring  that designs adhere to agreed design standards and methods 2. Works in close collaboration with the technology teams and vendors to ensure the adoption  of the technology tools and practices 3. Collaborates with architecture, engineering, security, operations and service management  teams to ensure the solutions are stable, performant, and continuously meet business needs  while at the same time ensuring that the NFRs (Non-Functional Requirements) and system  enablers are considered in, captured by, and cascaded to the backlogs 4. Co-ordinate with customer, PMs, infrastructure/operations team, testing teams and  release/change control teams 5. Provide technical leadership on projects, governance and architecture guidance, managing  subject matter experts, business analysts and application designers to ensure the coherency  of end-to-end designs 6. Create and maintain end-to-end architecture artifacts including but not limited to, interface  design document, process design document, sequence diagrams, data flow diagrams and  data models across the BSS ecosystem 7. Create and maintain the solution architecture roadmap across all Epics/User Stories and  produce architecture blueprints for each release iteration, Ensure that compliance to design  is tracked through the project life-cycle through to deployment 8. Manage the solution design throughout the project life-cycle through to deployment,  ensuring that any defects are identified and resolved throughout the process; 9. Lead the Change Management process and ensure that proposed technical changes are  assessed appropriately for the impact and cost to IT systems 10. Supports the implementation teams providing guidance and clarifications on how to  implement the solutions and adopt the best practices. 11. Performs reviews of the deliverables of the development team to assure its quality and  adherence to the best-practices. 12. Identifies potential innovations and adoption of technologies that might be beneficial for the  solution. 13. Works with the relevant stakeholders to articulate and affirm the implications of organisational business strategies on the architecture Skills and Experience: 1. The key purpose of the role is to have a telecom BSS domain expert with experience as an  enterprise / solution architect covering service-oriented architecture, web applications  architecture encompassing several platforms and tools & responsible for the integration  design, applying the patterns and application of the best practices in the implementation of  the Integration solution and its ecosystems. 2. The person should have in-depth knowledge across BSS/OSS systems from lead generation  to order creation, order orchestration, product catalog, inventory management, order  fulfillment, esim management, OTA, activation and billing, mobile number portability, and  also knowledge on network elements like HLR , HSS, UDR , Entitlement Server , SMDB+. 3. The person taking on the role is expected to have an in-depth understanding of all aspects of  integration technology including the service bus, API management, event streaming, etc.  considering all architectural aspects to ensure a fast return of investment and business  continuity 4. The person should have knowledge of System integration lifecycle for a full stack BSS/OSS  implementation and having experience of delivering minimum two BSS transformation  project for Global telecom operators providing GSM/CDMA, 4G/5G, Broadband services 5. The role entails ensuring medium term planning closely aligned with Technical and Business  goals and objectives, driven from a focus on maximising value for both users and customers. 6. The role further entails combining the requirements of both technology, security and  operation teams into the delivery team that will be responsible for the development of the  service order management and provisioning components 7. The person taking on the role is expected to possess a good understanding of the technology  strategy, objectives and the supporting systems and processes / journeys across key  technology areas 8. Good knowledge on REST, JMS, Kafka, other integration technologies 9. Good knowledge on Database technologies lik MySQL, Mongo, Postgress 10. Good knowledge on Cloud native architecture and concepts  Docker, Containerization and  have done cloud native solution deployment 11. Good knowledge on DevOps and CI/CD implementation 12. UML diagrams tools: Micro soft Visio / Plant UML / Camunda 13. Project management tool: - Jira 14. Other Skills: Business analysis, Solution design, Technical writing, Testing, SDLC, STLC, Scrum process, Agile Methodology, TMF eTOM business model, TMF Open API , Micro services , Deployment process."
BSW configuration architect,Advance Career Solutions,Bangalore Rural Chennai Bengaluru,6  11 years,https://www.naukri.com/,https://www.naukri.com/job-listings-bsw-configuration-architect-advance-career-solutions-bangalore-rural-chennai-bengaluru-6-to-11-years-220524011685,,10,19,2024-05-22,,,,[],"['Role: Embedded Systems Engineer Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: Any Graduate'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills AUTOSAR Embedded SoftwarebswBsp'],About company Big4 MNC,"Hello All, We are hiring for our Reputed Big4 MNC client , Job Role-  BSW configuration architect  Experience- 6 to 10 Skill- Autosar, BSW/BSP, Embedded software Location- Bengaluru If anyone interested please share your resume on debasish@acsconsultants.in or 8144609507"
C Architect,Agiliad Technologies,Pune,10  20 years,https://www.naukri.com/,https://www.naukri.com/job-listings-c-architect-agiliad-technologies-pune-10-to-20-years-280524008506,3.9,1,89,2024-05-28,,,,"['Health Insurance', 'Soft Skill Training', 'Work From Home', 'Job Training', 'Cafeteria', 'Team Outings']","['Role: Technical Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: Any Graduate'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills C++ QTDirectXOpenglMedical ImagingVtkCudaDicomOpencvImage ProcessingImagingOpenclComputer Vision'],"About company About Us:  Agiliad is an Engineering and R&D Services company offering a unique combination of domain focus and a deep understanding of diverse products and technologies from embedded systems to cloud platforms. We help customers accelerate their Digital transformation journey through collaborative innovation. With our speed, experience, and execution intensity, we are a strategic partner to the world€™s largest product companies as well as cutting edge startups, delivering impactful outcomes from day one.  Why Agiliad?  Our leadership team of product engineering industry veterans along with our 800+ passionate engineers lend the company an unprecedented ability to deliver and build products of the future and create an impact for our customers and for the communities we operate in. We have built our organization around high-impact teams. Our model not only ensures agility and flexibility for our customers but also ensures constant challenge and development for our engineers. At Agiliad we seek to discover the innovator in all of us and in that process, we aim to provide the opportunities and space necessary for engineers to grow and express themselves. We believe that individual career growth and success can be achieved by creating an environment that reinforces the basic premise of learning by - focusing on fundamentals, spreading knowledge organically, and providing early and diverse exposure. Our work culture provides an excellent environment to - be at the forefront of game changing innovation and grow. Company Info Address: Castlemaine Premises Co-operative Society Ltd, 1st Floor, Unit no. 101 to 102, 42, Sassoon Road, San , PUNE, Maharashtra, India",  Job-Details: Role:   Technical Architect  Experience : 9 - 15 Years Location:  Pune Desired Skills/Competencies: 9 years of experience on C++ development Expert in coding with best practices while developing code in C++ Must have experience in C++ DirectX Good to have experience in DICOM Must have exprience in QT Must have development experience in windows based environment Must have experience on object-oriented analysis and design (OOA and OOD) Must have good knowledge of design patterns Must have good knowledge of software life cycle and architecture Must have good knowledge on data structure and algorithms. Must have excellent analytical and problem-solving skills Must be aware of Agile methodology Good to have experience working on Medical Devices or Health care domain Qualification: B.E/B.Tech  IT/CS/EEE/ECE/Mech/MCA/MCS.BCS/BCA/ME/MTech-CS/IT
C Architect,Persistent,India,12  15 years,https://www.naukri.com/,https://www.naukri.com/job-listings-c-architect-persistent-systems-limited-india-12-to-15-years-141223006703,3.8,1,12,2024-05-29,,,,[],[''],[''],['Key Skills Skills highlighted with ‘‘ are preferred keyskills c++ architectural designinterior designingcproject designprogramautocadworking drawingsjavasystem integrationcomputer sciencesystem architecturebuilding designintegrationconstructiontechnical skillspresentation drawingsprogrammingarchitecturehardware'],,"About Persistent   We are a trusted Digital Engineering and Enterprise Modernization partner, combining deep technical expertise and industry experience to help our clients anticipate what’s next. Our offerings and proven solutions create a unique competitive advantage for our clients by giving them the power to see beyond and rise above. We work with many industry-leading organizations across the world including 14 of the 30 most innovative US companies, 80% of the largest banks in the US and India, and numerous innovators across the healthcare ecosystem.   Our growth trajectory continues, as we reported $765.6M for FY22 revenue (35.2% Y-o-Y). Along with our growth, we’ve onboarded over 4900 new employees in the past year, bringing our total employee count to over 18,500 people located in 19 countries across the globe. Throughout this market leading growth, we’ve maintained strong employee satisfaction - over 94% of our employees approve of the CEO and 89% recommend working at Persistent to a friend.   For more details please login to  www.persistent.com   About The Position   We are looking for a right-brained C++ Architect to perform all the phases of architectural work including planning, designing, and overseeing construction.   You will be involved in new building designs, extensions, alterations, restorations, and conservations from the earliest stages right through to completion. The goal is to match the clients’ needs and to produce sustainable, functional and aesthetically pleasing designs.   Job Location: Pune   What You’ll Do     Carry out, model, and assess complex IT solutions   Design and conduct hardware and software tests   Work closely with network engineers and other IT professionals to choose compatible design solutions   Provide advice to clients on project design, project costs, and expected benefits   Learn clients’ software and hardware needs by interviewing them   Analyze the scope and expected organizational impact of information systems   Develop distributed system architecture and system integration   Prepare a budget for the design and execution of IT solutions   Evaluate existing systems and provide advice on how to meet organizational requirements   Ensure that information systems are secure from threat   Identify and address security threats   Ensure that the technical components of the project are in sync with the business needs of the organization     Expertise you’ll bring     A Bachelor’s degree in computer / software engineering or computer science. However, relevant experience could override this academic qualification   Computer Literacy and Technical Skills   In-depth knowledge of programming languages, including Java and C++   Knowledge of computer networking   Proficiency in applying the knowledge to designing C++ programs and solving problems   Team player — needs to collaborate with other IT professionals and clients to arrive at valid solutions   Excellent communicator — required to communicate complex solutions, in an easy-to-understand manner, to clients and subordinates   Good time management skills — must deliver projects within stipulated time   Organizational skills — ability to plan and organize projects     Benefits     Competitive salary and benefits package   Culture focused on talent development with quarterly promotion cycles and company-sponsored higher education and certifications   Opportunity to work with cutting-edge technologies   Employee engagement initiatives such as project parties, flexible work hours, and Long Service awards   Annual health check-ups    Insurance coverage : group term life , personal accident, and Mediclaim hospitalization for self, spouse, two children, and parents       Our company fosters a values-driven and people centric work environment that enables our employees to:     Accelerate growth, both professionally and personally   Impact the world in powerful, positive ways, using the latest technologies   Enjoy collaborative innovation, with diversity and work-life wellbeing at the core   Unlock global opportunities to work and learn with the industry’s best     Let's unleash your full potential. See Beyond, Rise Above    "
C QT  Architect,Agiliad Technologies,Pune,7  12 years,https://www.naukri.com/,https://www.naukri.com/job-listings-c-qt-architect-agiliad-technologies-private-limited-pune-7-to-12-years-290424903911,3.9,1,67,2024-05-28,,,,"['Health Insurance', 'Soft Skill Training', 'Work From Home', 'Job Training', 'Cafeteria', 'Team Outings']","['Role: Technical Lead Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']","['Education UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization PG: MCA in Any Specialization, M.Tech in Any Specialization, CS in Any Specialization']",['Key Skills Skills highlighted with ‘‘ are preferred keyskills C++ algorithmsdesign pattermsexperience designdebuggingstldata structuresmultithreadingprogramming'],"About company About Us:  Agiliad is an Engineering and R&D Services company offering a unique combination of domain focus and a deep understanding of diverse products and technologies from embedded systems to cloud platforms. We help customers accelerate their Digital transformation journey through collaborative innovation. With our speed, experience, and execution intensity, we are a strategic partner to the world€™s largest product companies as well as cutting edge startups, delivering impactful outcomes from day one.  Why Agiliad?  Our leadership team of product engineering industry veterans along with our 800+ passionate engineers lend the company an unprecedented ability to deliver and build products of the future and create an impact for our customers and for the communities we operate in. We have built our organization around high-impact teams. Our model not only ensures agility and flexibility for our customers but also ensures constant challenge and development for our engineers. At Agiliad we seek to discover the innovator in all of us and in that process, we aim to provide the opportunities and space necessary for engineers to grow and express themselves. We believe that individual career growth and success can be achieved by creating an environment that reinforces the basic premise of learning by - focusing on fundamentals, spreading knowledge organically, and providing early and diverse exposure. Our work culture provides an excellent environment to - be at the forefront of game changing innovation and grow. Company Info Address: .","Job-Details: Experience : 5+Years Location: Pune Desired Skills/Competencies: Must have experience in C++ Must have good knowledge on Qt Good to have expertise in STL, multi-threading, data structures and algorithms. Extensive hands-on programming experience, design patterms Knowledge of software debugging and profiling tools. Good in communication Qualification: B.E/B.Tech IT/CS/EEE/ECE/Mech/MCA/MCS/BCS/B.Sc-Comp/BCA/ME/MTech-CS/IT"
Competitive Pricing Architect,Accenture,Hyderabad,8  12 years,https://www.naukri.com/,https://www.naukri.com/job-listings-competitive-pricing-architect-accenture-solutions-pvt-ltd-hyderabad-8-to-12-years-180524907244,4.0,Less than 10,,2024-05-18,,,,[],"['Role: Solution Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: B.Tech/B.E. PG: Any Postgraduate'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills it servicesbusiness case developmentsalessystem integrationstakeholder management project managementprogram managementbusiness analysisdigital strategybusiness developmentpresalesproduct managementagiledigital transformationrfp'],"About company Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 514,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Company Info Address: Plant 3,Godrej and Boyce Compound LBS Marg, Vikhroli (W) , MUMBAI, Maharashtra, India Awarded by AmbitionBox Winner of ABECA 2024 - AmbitionBox Employee Choice Awards Learn more","Title: Deal Structuring & Pricing - Competitive Pricing Architect Manager Role (Job Profile):Pricing Optimization Manager Management Level:Manager (ML7 You Are: A well-connected influencer with their finger on the pulse of the market. A teacher and a learner-you share your knowledge generously while absorbing what others tell you. Your intellectual curiosity and flexibility allow you to manage uncertainty with ease. A skilled communicator and go-to advisor, you inspire confidence in those you lead-and in other leaders. Key experience within the technology domains of Systems Integration and Application Management Services are required. The Work: You apply your expert knowledge of the IT market and its key players to ensure Accenture offers deals that are attractive to customers, and profitable to the business.  You will establish guidance on pricing and competitive positioning to help senior executives decide how to price large and complex deals, by: Analyzing client perception and competition to influence commercial strategies and improve profitability Helping sales teams understand client requirements and selection criteria Working with teams to analyze solutions, develop business cases, and prepare proposals and presentations Advising senior leaders on whether deals are worth pursuing Educating sales teams on market context to give them confidence in our pricing approach Coaching sales teams on negotiation and joining negotiations if needed Identifying, developing, and implementing ways to improve sales practices and processes Preparing and presenting assessments of our pricing strategies and competitive positioning to Accenture leadership Continuously developing self and others Providing insights and thought leadership to inform our commercial offerings Qualification Here's what you need: Undergraduate degree Fluent English (written and oral) A minimum of 8 or more years of experience doing similar work, including: Experience in selling, solutioning, or pricing System Integration and/or Application Management Services; other IT services Advanced negotiation skills Excellent leadership, communication, and stakeholder management skills Extra credit if you have: Deep understanding of technology and tools used in competitive analytics Understanding of Finance processes You May Also Need: Must support/mirror working hours of the supported market unit or other business area Must be flexible with work hours according to shifting business needs A home office or work area that is suitable for productive remote work, per local guidelines. This includes a safe, ergonomic workspace and a high-speed internet connection that is stable and secure. May be required to travel on rare occasions"
CPI Architect,Apidel Technologies,Bengaluru,11  15 years,https://www.naukri.com/,https://www.naukri.com/job-listings-cpi-architect-apidel-technologies-bengaluru-11-to-15-years-280524004199,,1,Less than 10,2024-05-28,,,,[],"['Role: Security Architect / Consultant Industry Type: IT Services & Consulting Department: IT & Information Security Employment Type: Full Time, Permanent Role Category: IT Security']",['Education UG: Any Graduate'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills Cloud Platform Integration Sap Cloud PlatformSAP BTPSap CpiCPI'],About company CPI Architect,5+ years of experience in SAP Cloud Platform Integration (CPI) SAP BTP Architect
CPI Architect,NR Consulting,Bengaluru,8  13 years,https://www.naukri.com/,https://www.naukri.com/job-listings-cpi-architect-nr-consulting-bengaluru-8-to-13-years-280524010044,,1,16,2024-05-28,,,,[],"['Role: Technical Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']","['Education UG: B.Tech/B.E. in Electronics/Telecommunication, Electrical and Electronics, Information Technology, Computers, Electrical']",['Key Skills Skills highlighted with ‘‘ are preferred keyskills SAPCPI PIPO'],About company It's an IT MNC,SAP CPI Architect Permanent Remote Job Exp 8+ Years
CyberArk Architect,Capgemini,Bengaluru,6  11 years,https://www.naukri.com/,https://www.naukri.com/job-listings-cyberark-architect-capgemini-technology-services-india-limited-bengaluru-6-to-11-years-280524906324,3.8,38,,2024-05-28,Min 15.4 LPA,Max 40 LPA,Avg. salary - 27.4 LPA,"['Work From Home', 'Cafeteria', 'Soft Skill Training', 'Health Insurance', 'Job Training', 'Gym']","['Role: Solution Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: B.Tech/B.E. in Any Specialization PG: MFA in Any Specialization'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills CyberArk PowerShellCPMServiceNowPassword Vault Web AccessPrivileged Session ManagerActive Directory'],"About company Capgemini is a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. The Group is guided everyday by its purpose of unleashing human energy through technology for an inclusive and sustainable future. It is a responsible and diverse organization of over 300,000 team members in nearly 50 countries. With its strong 50-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from strategy and design to operations, fueled by the fast evolving and innovative world of cloud, data, AI, connectivity, software, digital engineering and platforms. The Group reported in 2020 global revenues of €16 billion.  Capgemini in India comprises over 150,000 team members working across 13 locations: Bangalore, Bhubaneswar, Chennai, Coimbatore, Gandhinagar, Gurugram, Hyderabad, Kolkata, Mumbai, Noida, Pune, Salem and Tiruchirappalli. Company Info Address: Airoli Knowledge Park Plot No.IT-1, IT-2, IT-1/PT, TTC Industrial Area, Thane-Belapur Road, Airoli, Navi Mumbai, NAVI MUMBAI, Maharashtra, India Awarded by AmbitionBox Winner of ABECA 2024 - AmbitionBox Employee Choice Awards Learn more","Mandatory skills: Experience in PAS, i.e. PVWA, CPM, PSM, PSMP. Optional: PTA, AAM Maintain the platform operational (infrastructure upgrade, servers scaling, ) Support CyberArk version upgrades and patches Knowledge on Windows and Linux, e.g. ActiveDirectory, Management of WinServer 2016+, RedHat 7+ Manage RestAPI and Powershell scripts Maintain connectors including AutoIT scripts Knowledge in MFA (SAML) Work on different ticket systems like ServiceNow Support process documentation Support team on governance topics Primary Skills CyberArk PAM Implementation/ Architecture. Automation/ PSM/CPM Connector plugin Development. Defender/ Sentry Or any other Certification. Secondary Skills knowledge on HSM and PTA integration would be an added advantage CyberArk Sentry/Defender certification is good to have."
Cybersecurity Architect Endpoint Protection,Siemens,Bengaluru,5  7 years,https://www.naukri.com/,https://www.naukri.com/job-listings-cybersecurity-architect-endpoint-protection-siemens-limited-bengaluru-5-to-7-years-160224500621,4.2,1,18,2024-05-04,,,,"['Health Insurance', 'Job Training', 'Soft Skill Training', 'Cafeteria', 'Work From Home', 'Transport']","['Role: Technical Architect Industry Type: Industrial Automation Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: Any Graduate PG: Any Postgraduate'],['Key Skills security architectArchitectureTechnology consultingProject managementInformation securityTechnical leadershipHealthcareInfrastructure ArchitectVulnerability managementContinuous improvement'],"About company Siemens is a technology company focused on industry, infrastructure, transport, and healthcare. From more resource-efficient factories, resilient supply chains, and smarter buildings and grids, to cleaner and more comfortable transportation as well as advanced healthcare, the company creates technology with purpose adding real value for customers. By combining the real and the digital worlds, Siemens empowers its customers to transform their industries and markets, helping them to transform the everyday for billions of people. Siemens also owns a majority stake in the publicly listed company Siemens Healthineers, a globally leading medical technology provider shaping the future of healthcare. In addition, Siemens holds a minority stake in Siemens Energy, a global leader in the transmission and generation of electrical power."," You provide technical leadership as we design and deploy secure architectures and services for on premises and cloud solutions.      You drive implementation, innovation, and continuous improvement for Healthineers security for endpoints e.g., personal computers, workstations, mobile devices such as tablets, smartphones, mixed/virtual/augmented reality devices, and servers).      Task and responsibilities:      You review existing security capabilities, changes in the digital business and threat landscape.      You define roadmap and strategy for security enhancements and implementation of solutions considering latest Cybersecurity trends and market.      You develop and document security reference architectures, design patterns, roadmaps, and other architectural artifacts aligned with policies, standards, and industry best practices to leverage security capabilities and implement Information Security controls in projects and operations.      Specifically, knowledge of endpoint protection solutions and challenges (e.g., vulnerability management, DLP, EPP/EDR), best security practices, and security architectures is necessary for this position.      You benchmark and select security products and deploy proofs of concept to decide the new security capabilities to be deployed.      You participate in application and infrastructure projects to help defining the security model and adopt and promote a security      bydesign approach with the different project stakeholders on all levels.      You work closely with peers and colleagues across Infrastructure, Cybersecurity Operations and Governance to ensure that implementation and operations are aligned with security standards and best practices.      Qualifications:      You have 5+ years of relevant work experience in Cybersecurity or as an IT Infrastructure Architect, you have experience as security architect in the field of endpoint protection.      You have advanced English and communication skills: clear and concise communication; able to address stakeholders of different backgrounds and technical expertise.      You have experience in project management and technology consulting.      You are knowledgeable of security frameworks and methodologies for example, NIST, SANS, Mitre Attck, Cyber Kill Chain.      Desirable: You hold relevant Industry Certifications such as SANS/GIAC, CISSP or completed a study in the field of Cybersecurity as well as completed vendor      related certifications. Certifications related to ISO27001, or CSA STAR will also be valued.  "
D365 ERP Architect,Cambay Consulting,REMOTE,3  9 years,https://www.naukri.com/,https://www.naukri.com/job-listings-d365-erp-architect-cambay-consulting-remote-3-to-9-years-290524501508,3.4,1,28,2024-05-29,,,,[],"['Role: ERP Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: Any Graduate PG: Any Postgraduate'],['Key Skills Engineering servicesComputer scienceArchitectProject leadershipMISSocial mediaConsultingprofessional servicesmicrosoftBusiness operations'],,"           Leads and/or participates in the project team to develop optimal solutions for client business challenges. Guides the client through design, architecture, estimate, and delivery.          Assists in winning new business by working cross-functionally with sales and delivery to develop client proposals and presentations around process and solution options, clearly explaining technical concepts for shared understanding to facilitate decision-making.          Manages client engagements at all levels of client interaction with responsibility for product and technical content.          Leads technical workshops to drive enablement and business development.          Conducts related needs analysis and gathers client requirements. Successfully analyzes client s requirements and architects the best fit solutions for the client.          Architects solutions based on both functional and technical capabilities. Communicates successfully with technical consultants to correctly architect solutions based on client s needs.          Successfully installs, configures, deploys, and customizes Cambay Consulting Solutions for multiple clients.          Communicates and delegates work effectively with the global delivery center.          Utilizes industry and Microsoft contacts to generate new business opportunities and revenue.          Delivers leadership responsibilities by participating in multiple client engagements simultaneously in delivery capacities.          Follows industry technology trends through self-study and formal training and shares that knowledge internally and externally via white papers, blog posts, and social media.          Completes at minimum one (1) certification exam a year.          Creates, maintains, and submits an accurate weekly timesheet in compliance with time reporting procedures.          Contributes to financial success of the company by driving high billable utilization for themselves and project team members under their leadership.              Competencies              Personal:    Strong interpersonal skills, high energy and enthusiasm, integrity, and honesty, flexible, results oriented, resourceful, problem-solving ability, deal effectively with demanding situations, ability to prioritize.            Leadership:    Ability to gain credibility, motivate and provide leadership; work with a diverse customer base; maintain a positive attitude.            Operations:    Ability to manage multiple projects, and products. Perform task at hand in a customer friendly manner while utilizing time and resources efficiently and effectively.            Technical:    Ability to understand and communicate technical concepts; proficient with Office products.            Supervisory Responsibilities            Project leadership responsibilities, but no formal supervisory responsibility.              Required Knowledge, Skills & Abilities            Optimistic, proactive, energetic approach to work habits, management techniques, and communications.          Strong understanding of business operations and processes, and the ability to identify and implement IT solutions that solve management needs.          Proficiency in one or more of the following Microsoft-related disciplines:          Dynamics 365 Finance & Operations          Dynamics 365 Business Central          Dynamics GP/NAV/SL          Data Integrations/Migrations          Software Development          Dynamics 365 CE is a plus          Microsoft Power Platform is a plus          Strong executive presence and ability to build trusted relationships with Director level employees within target organizations.          Ability to build trusted relationships with employees within target organizations.          Ability to communicate Cambay Consulting s extraordinary value to help facilitate additional opportunities within the client account.          Highly effective written and verbal communication skills, including the ability to present technical concepts in a business-focused, impactful, and persuasive manner.          Ability to lead teams and provide support to junior team members.          Excellent time management and organizational skills, including the ability to multi-task.          Outstanding client service skills.          Independent and self-motivated work ethic.          Ability to troubleshoot, resolve, and communicate technical issues.          Ability to adapt quickly to changing technology.          Excellent problem solving and analytical skills.          Proven ability to work independently and as part of a team.          Strong critical thinking and project management skills.            Education and Experience            Bachelor s degree in Computer Science, MIS, Accounting, Finance, or a related field preferred. Master s a plus.          Some experience performing pre-sales activities along with 4+ years experience working with relevant Microsoft technologies in a professional services environment.          Minimum of 3 years project leadership experience, including 2+ years experience leading enterprise-level projects in a professional services or consulting environment.          Certification in relevant Microsoft discipline(s) preferred.          Experience with relevant skills per Skills Addendum for associated discipline.    "
Databricks Architect,Talent Networks,Pune,8  12 years,https://www.naukri.com/,https://www.naukri.com/job-listings-databricks-architect-talent-hr-networks-pune-8-to-12-years-280524010464,,1,65,2024-05-28,,,,[],"['Role: Technical Architect Industry Type: IT Services & Consulting Department: Engineering - Software & QA Employment Type: Full Time, Permanent Role Category: Software Development']",['Education UG: Any Graduate'],['Key Skills Skills highlighted with ‘‘ are preferred keyskills Azure SynapseadfData Bricks Azure Data FactoryAzure Databricks'],"About company We are Mumbai based search firm with a clients from Tier I Investment Banks, huge Telecom service providers and product development organizations.","Role & responsibilities    Immediately available Required Skills -  Have worked as Databrick Architect. Min 4 Yrs experience in Databricks. Strong working for Databricks Unity Data Catalogue. Hands on experience on ADF, Pyspark, Synapse. Excellent business communication skill Good to have experience in banking Must have working experience in cloud (azure, aws , gcp etc). Understanding of Database (SQL / Oracle)."
Databricks architect,Top B2CB2B CorporateMNC in IT Services,New Delhi Hyderabad Bengaluru,10  20 years,https://www.naukri.com/,https://www.naukri.com/job-listings-databricks-architect-symphoni-hr-new-delhi-hyderabad-bengaluru-10-to-20-years-080124006822,,1,21,2024-06-01,,,,[],"['Role: Other Industry Type: IT Services & Consulting Department: Other Employment Type: Full Time, Permanent Role Category: Other']","['Education UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization']",['Key Skills Skills highlighted with ‘‘ are preferred keyskills databricks architectAWSData Bricks'],About company Hiring for top tier one organization.,"  Job Description - Databricks Architect Experience: 10yrs to 15yrs Role & responsibilities Architect and design solutions to meet functional and non-functional requirements. Lead the design, implementation, and optimization of our Databricks platform. Work closely with our data engineering team to ensure that our Databricks platform is optimized for performance, scalability, and reliability. Develop and maintain a comprehensive understanding of our data pipeline and data architecture. Collaborate with other teams to ensure that our Databricks platform is integrated with our other systems and technologies. Develop and maintain documentation for our Databricks platform, including architecture diagrams, deployment guides, and operational procedures. Provide guidance and support to our data engineering team on Databricks-related issues. Create and review architecture and solution design artifacts. Mandatory Must have designed and implemented at least 2-3 projects end-to-end in Databricks. Preferred candidate profile Strong expertise in Databricks component Delta lake db API 2.0 SQL Endpoint Photon engine Delta Sharing Unity Catalog Security management Platform governance, Auditing & Compliance Data Security Proficiency in AWS services including but not limited to S3, EC2, IAM, VPC, EKS, Lambda, Glue, Private Link, KMS, CloudWatch, EMR etc. Appreciate your Response.   If interested please revert me back with updated resume."
